thresh,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind
0.2,0.775335345029137,-0.15440799289818471,0.516297232330881,-0.22616238894714433,-0.14699700076862376,0.09007454776146505
